NU_INSCRICAO;TP_RESPOSTA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025A;Q025B;Q025C;Q025D;Q025E;Q025F;Q026A;Q026B;Q026C;Q026D;Q026E;Q026F;Q026G;Q026H;Q027;Q028A;Q028B;Q028C;Q028D;Q028E;Q028F;Q028G;Q028H;Q028I;Q028J;Q028K;Q028L;Q028M;Q028N;Q028O;Q028P;Q028Q;Q028R;Q029;Q030A;Q030B;Q030C;Q030D;Q030E;Q030F;Q030G;Q031;Q032A;Q032B;Q032C;Q032D;Q032E;Q032F;Q032G;Q033A;Q033B;Q033C;Q033D;Q033E;Q033F;Q033G;Q033H;Q033I;Q033J;Q034
210054479387;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479390;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479392;1;D;;D;E;B;B;C;B;B;A;B;A;A;B;B;B;A;B;B;A;A;A;B;A;B;A;B;B;B;B;B;B;B;A;B;A;B;B;A;B;B;B;B;A;A;A;A;B;A;B;B;B;B;B;B;B;A;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479393;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479397;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479398;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479399;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479400;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479402;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479406;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479412;1;B;B;B;D;C;C;C;C;C;D;D;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479413;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479414;1;D;;B;C;D;B;C;C;C;C;C;B;B;B;C;B;C;C;B;B;C;C;C;B;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;A;B;B;B;B;A;A;B;B;A;B;B;B;B;B;B;B;B;B;A;B;B;A;B
210054479417;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479418;1;D;;D;E;B;C;C;B;B;C;C;B;A;B;B;C;B;B;B;A;A;A;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;A;A;B;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479419;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479420;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479421;1;D;;D;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;A;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B
210054479422;1;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479425;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479428;1;A;A;C;C;D;C;C;D;C;D;D;B;D;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479430;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479431;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479432;1;A;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479435;1;D;;D;E;B;B;B;B;B;C;C;B;A;A;B;B;A;C;C;A;A;A;C;A;B;B;A;B;A;B;B;B;B;A;B;B;B;B;A;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479436;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479437;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479438;1;E;;E;E;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479440;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479446;1;D;;B;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;A;B;B;B;A;A;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B
210054479447;1;A;A;C;C;B;B;B;B;B;B;B;B;C;B;B;B;B;B;C;A;D;D;B;B;B;A;B;B;A;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479452;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479453;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479455;1;A;B;E;E;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;A;B;B;B;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;A
210054479458;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479460;1;D;;E;E;B;B;B;B;B;B;B;C;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;A;A;B;B;B;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479464;1;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479466;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479468;1;D;;D;A;A;B;B;B;A;A;A;B;B;A;B;A;A;B;B;A;A;A;A;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479470;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479471;1;A;A;A;C;C;C;C;C;C;C;C;C;C;D;C;C;C;C;C;D;C;C;C;C;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479473;1;A;B;B;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;B;B;B;B;B;B;A;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;A
210054479475;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479477;1;A;A;A;C;A;A;B;C;B;B;B;B;B;B;B;B;B;B;C;B;A;A;A;A;B;B;B;B;A;B;A;B;B;B;B;B;A;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;A
210054479478;1;A;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479479;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479481;1;D;;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;C;D;D;D;D;B;B;A;B;B;A;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;C;;;;;;;;;;;;;;;;;;C
210054479482;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479483;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479484;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479485;1;A;A;C;C;B;B;B;A;A;B;B;B;B;B;B;A;A;B;B;A;C;C;B;A;B;A;B;B;A;B;B;B;B;A;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;B;A;B;A;B;B;B;B;B;A;B;B;B;A;B
210054479486;1;D;;C;C;B;B;B;A;C;B;D;C;B;A;A;B;C;D;B;B;D;C;D;A;B;B;A;B;B;B;B;B;A;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;A;B
210054479487;1;E;;E;F;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479489;1;A;A;C;C;B;B;A;A;A;B;B;A;B;C;B;A;A;B;A;A;D;D;B;A;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;C;;;;;;;;;;;;;;;;;;B
210054479490;1;E;;E;F;D;D;C;C;C;C;C;D;C;C;C;C;C;C;C;C;A;B;B;B;B;B;B;B;A;B;B;B;B;A;B;B;B;B;A;A;A;B;B;B;B;A;A;A;A;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479492;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479493;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479496;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479497;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479498;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479500;1;D;;A;C;D;C;C;C;C;C;C;C;B;B;C;C;C;C;C;A;A;A;A;A;B;B;A;B;A;B;B;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;A;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479507;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479512;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479513;1;D;;C;A;A;B;B;B;A;A;B;A;B;B;A;B;B;A;A;A;A;B;A;A;B;B;B;B;A;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;B;B;A;B;A;A;A;B;B;B;B;B;B;A;B;A;B;B;A;B;B;C;;;;;;;;;;;;;;;;;;B
210054479514;1;B;A;B;C;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;A;A;A;A;A;B;A;A;B;B;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479515;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479517;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479518;1;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479524;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479525;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479526;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479527;1;D;;D;A;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;A;B;B;B;B;A;B;B;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;C
210054479528;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479529;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479533;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479534;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479536;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479537;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479538;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479539;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479540;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479541;1;A;A;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479542;1;D;;B;E;A;A;B;B;A;A;A;A;A;A;A;B;B;D;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479543;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479544;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479546;1;A;A;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479548;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479549;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479550;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479551;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479554;1;B;A;B;C;B;B;B;B;B;B;B;B;B;B;C;C;B;B;B;A;B;C;C;C;B;A;B;B;A;B;B;B;A;B;B;B;B;A;A;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;B
210054479555;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479556;1;D;;D;E;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;A;A;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;A;A;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;A;B;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;C
210054479560;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479562;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479563;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479565;1;D;;D;E;C;B;C;D;B;B;D;A;C;D;D;C;D;C;C;A;A;A;C;C;B;A;B;B;B;B;A;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;A;A;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;A;C
210054479566;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479567;1;D;;E;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479568;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479569;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479572;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479573;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479574;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479577;1;B;C;D;E;B;B;C;B;A;B;B;A;A;A;A;C;B;B;B;A;A;A;B;A;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479578;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479579;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479580;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479581;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479584;1;D;;B;E;C;C;C;C;C;D;C;C;C;C;C;C;C;C;D;B;B;B;C;B;B;A;A;B;B;B;B;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;A;B;A;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;B;A;B;B;B;A;B;B;B;B;B
210054479585;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479588;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479589;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479592;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479593;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479594;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479595;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479596;1;D;;E;F;A;A;A;A;A;C;C;C;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479598;1;A;A;B;C;B;B;B;B;B;A;C;B;B;B;D;B;B;C;B;A;C;C;B;A;B;B;B;B;A;B;A;B;A;B;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479599;1;A;A;C;A;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;A;A;B;B;B;B;A;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;D
210054479600;1;D;;E;E;C;C;C;B;D;C;C;B;B;B;B;B;B;B;C;A;B;B;B;B;B;B;B;B;A;B;B;A;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;C
210054479602;1;D;;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A;A;A;A;A;B;B;B;B;A;B;B;B;B;B;B;B;A;B;A;A;A;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479604;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
