NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA;CO_PROVA;VL_PERC_COMP1;VL_PERC_COMP2;VL_PERC_COMP3;VL_PERC_COMP4;VL_PERC_COMP5;NU_NOTA_OBJETIVA;TX_RESPOSTAS_OBJETIVA;TX_GABARITO_OBJETIVA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;IN_QSE;Q1;Q2;Q3;Q4;Q5;Q6_1;Q6_2;Q6_3;Q6_4;Q6_5;Q6_6;Q6_7;Q6_8;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15;Q16_1;Q16_2;Q16_3;Q16_4;Q16_5;Q16_6;Q16_7;Q16_8;Q16_9;Q16_10;Q17_1;Q17_2;Q17_3;Q17_4;Q17_5;Q18;Q19;Q20;Q21;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30_1;Q30_2;Q30_3;Q30_4;Q31;Q32;Q33_1;Q33_2;Q33_3;Q33_4;Q33_5;Q33_6;Q33_7;Q34_1;Q34_2;Q34_3;Q34_4;Q34_5;Q34_6;Q34_7;Q35;Q36;Q37;Q38;Q39;Q40;Q41;Q42_1;Q42_2;Q42_3;Q42_4;Q42_5;Q43_1;Q43_2;Q43_3;Q43_4;Q43_5;Q44_1;Q44_2;Q44_3;Q44_4;Q44_5;Q44_6;Q44_7;Q44_8;Q44_9;Q44_10;Q44_11;Q44_12;Q44_13;Q44_14;Q44_15;Q44_16;Q45_1;Q45_2;Q45_3;Q45_4;Q45_5;Q45_6;Q45_7;Q45_8;Q46;Q47_1;Q47_2;Q47_3;Q47_4;Q47_5;Q47_6;Q47_7;Q48_1;Q48_2;Q48_3;Q48_4;Q48_5;Q48_6;Q48_7;Q48_8;Q48_9;Q48_10;Q48_11;Q48_12;Q49;Q50;Q51;Q52;Q53;Q54_1;Q54_2;Q54_3;Q54_4;Q54_5;Q54_6;Q54_7;Q54_8;Q55;Q56;Q57_1;Q57_2;Q57_3;Q57_4;Q57_5;Q57_6;Q57_7;Q58_1;Q58_2;Q58_3;Q58_4;Q58_5;Q58_6;Q58_7;Q58_8;Q58_9;Q58_10;Q59_1;Q59_2;Q60_1;Q60_2;Q61_1;Q61_2;Q62_1;Q62_2;Q63_1;Q63_2;Q64_1;Q64_2;Q64_3;Q64_4;Q64_5;Q64_6;Q64_7;Q64_8;Q64_9;Q64_10;Q64_11;Q64_12;Q64_13;Q65_1;Q65_2;Q65_3;Q66;Q67;Q68;Q69_1;Q69_2;Q69_3;Q69_4;Q69_5;Q69_6;Q69_7;Q69_8;Q70;Q71_1;Q71_2;Q71_3;Q71_4;Q71_5;Q71_6;Q72_1;Q72_2;Q72_3;Q72_4;Q72_5;Q72_6;Q72_7;Q73_1;Q73_2;Q73_3;Q73_4;Q73_5;Q73_6
626;2002;4;M;1100130;MACHADINHO D'OESTE;11;RO;1100130;MACHADINHO D'OESTE;11;RO;2;1;1;1;A;33.33;37.25;30.95;24.24;28.89;31.75;DBCCADEABCAADEBAA*ABBCEBDAEBEBBEDDCACABDAABCBDBAADEBEDAADDEDDEB;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;50;50;50;50;50;50;1;B;C;C;A;A;B;B;B;B;A;A;B;A;C;E;A;B;A;H;E;E;C;A;F;C;F;F;A;F;F;A;A;A;B;A;A;B;B;A;A;B;E;B;C;B;B;C;D;A;B;B;B;B;C;B;.;.;.;.;.;.;.;A;A;A;A;A;A;A;C;A;A;*;B;A;A;B;B;B;A;A;A;*;C;C;C;5;2;0;4;5;0;0;0;5;5;.;1;0;0;5;0;B;A;B;B;B;A;B;A;C;A;B;A;A;B;B;A;5;4;2;1;5;9;2;*;*;*;*;*;D;B;C;B;D;A;B;B;B;B;A;A;A;E;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;C;A;B;B;C;F;E;A;E;B;H;A;F;A;B;A;A;A;B;A;A;B;A;B;A;B;E;G;*;D;C;B;2;8;2;2;8;4;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
627;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;33.33;35.29;33.33;42.42;40;36.51;CCCBBAEBEDEADAAAECBBBBBBEBCAAEDBBEBCCDBEECBDEAAADCCBDBCCBCDACBA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;75;50;50;75;50;60;1;A;B;A;A;A;B;A;A;B;B;A;A;B;E;E;E;C;C;H;C;H;E;B;B;F;A;F;C;F;B;A;B;A;A;A;A;A;B;D;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;A;A;A;B;A;A;A;A;A;B;B;B;B;A;B;C;B;6;5;5;6;7;8;9;6;4;4;4;5;6;4;8;8;A;A;B;B;B;B;B;B;C;A;B;A;A;B;B;B;8;9;8;8;7;9;8;8;6;6;6;6;E;E;C;A;A;A;B;B;A;B;B;A;B;D;D;B;B;B;A;B;B;A;A;A;A;A;B;A;A;B;A;C;B;E;F;A;B;C;F;A;D;E;B;B;B;A;B;A;A;A;B;A;B;A;A;E;D;B;B;A;C;7;8;8;1;8;1;8;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
628;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;30.3;23.53;28.57;24.24;31.11;23.81;CBDEBDEDEABCDDBCBDCDCBCDBEEDBDCCDEDEDCADDDCCBDDCAECECDCCDCAABCC;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;37.5;37.5;37.5;37.5;25;35;1;A;A;A;A;A;A;A;.;.;.;A;.;.;D;E;B;G;B;A;H;H;D;A;F;A;F;A;A;F;A;F;F;A;B;B;A;B;C;D;A;B;A;B;B;A;B;C;J;B;A;A;B;A;D;B;A;B;B;B;A;A;B;A;B;B;B;A;A;B;B;A;D;B;C;A;C;B;A;B;B;A;B;B;B;A;B;6;7;1;8;9;0;0;4;6;7;2;9;9;9;0;8;A;A;B;B;B;B;A;A;A;A;A;B;A;B;A;B;8;6;7;3;9;5;6;8;3;*;7;7;G;I;E;A;B;B;B;B;B;B;A;B;B;D;B;B;B;B;A;B;B;A;C;B;B;B;A;B;A;B;A;C;*;A;*;*;*;*;*;*;*;*;B;A;A;A;B;A;B;A;B;A;B;B;A;E;*;*;D;A;E;6;3;5;7;1;2;2;8;A;B;B;B;B;A;A;B;B;B;B;B;A;B;B;A;B;A;B;A
629;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;36.36;25.49;28.57;42.42;33.33;33.33;CAAECEACAADBCCDDCBACBEBBACCCCEEBCBECEEDDBAAEDDCABAABCCADEBDEEDA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;50;37.5;37.5;37.5;37.5;40;1;A;A;A;A;A;B;A;A;B;B;A;B;B;D;E;B;B;F;H;A;H;C;A;.;A;.;A;A;.;B;A;A;A;A;A;A;B;B;B;A;B;E;A;B;H;B;G;J;D;B;B;B;A;A;B;B;B;B;B;A;B;B;B;A;A;B;A;A;B;B;A;A;B;B;A;A;B;A;B;B;A;B;B;B;B;A;7;7;0;6;0;0;0;0;6;7;8;0;9;0;0;0;A;A;B;B;A;A;A;A;C;A;A;B;A;B;B;B;*;*;*;9;9;8;6;6;5;9;7;7;H;F;A;A;B;A;B;B;B;B;B;A;A;D;A;B;B;B;A;B;B;B;A;B;A;A;B;A;A;B;A;C;C;D;.;.;B;C;F;C;E;D;B;B;A;A;B;A;A;A;B;A;A;B;A;E;G;*;B;B;E;7;5;3;7;4;4;1;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
630;2002;5;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;33.33;33.33;16.67;39.39;33.33;31.75;ADACCEECBDBBBCABBBECDDCEEBBCDBEDACBBAEBBCADCECBBAEEBCDBDABEBADA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;37.5;37.5;37.5;37.5;37.5;37.5;1;A;A;A;A;A;B;A;A;B;B;A;A;B;E;E;B;E;A;H;F;E;C;F;F;F;F;A;A;F;A;A;A;A;A;A;A;B;C;D;A;.;E;C;B;A;B;C;D;A;A;B;A;A;D;A;A;A;A;B;A;A;B;A;A;A;A;A;A;A;B;A;A;B;C;A;A;B;A;B;A;B;A;A;B;C;A;9;8;8;0;9;0;0;7;.;8;7;8;0;0;7;8;A;A;A;B;A;A;B;A;D;A;A;B;A;B;A;B;9;9;9;9;9;8;*;9;9;9;9;8;J;I;B;A;A;A;B;B;B;B;B;A;B;C;E;B;B;B;A;B;B;B;B;C;A;A;A;A;A;A;A;C;E;C;B;A;B;C;B;F;E;F;B;B;B;A;A;A;A;A;B;A;B;A;A;D;E;C;D;A;.;8;6;3;7;5;6;4;7;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
633;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;21.21;29.41;23.81;27.27;17.78;25.4;CCEBECEEBEEACDBEEBCEADAEECEBEABDBCECDBDBABBBADEEEEECCBDBAAADBCA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;62.5;62.5;50;50;50;55;1;A;B;A;A;A;B;A;A;B;B;B;B;B;B;E;B;C;A;K;G;I;B;A;F;A;F;F;F;F;A;F;A;A;A;A;A;B;C;B;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;A;A;B;A;B;B;B;C;B;B;C;A;6;6;4;5;5;6;5;5;7;6;6;7;7;5;7;5;A;A;B;B;B;B;B;B;B;B;A;A;A;B;B;B;6;6;6;6;7;7;5;5;5;5;6;6;H;G;B;F;A;A;B;B;B;B;B;A;B;C;D;B;B;B;A;B;B;B;B;B;B;B;B;A;A;B;A;A;A;D;F;E;B;G;B;A;B;F;B;B;B;A;A;A;A;A;B;A;B;B;A;B;D;F;E;B;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
634;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;21.21;15.69;11.9;15.15;20;15.87;BCABDCADBBCBDEBDCABABACDCBEEACBACEBEABDCBDDBBDBCDAABCEDBCBEACBD;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;50;50;37.5;37.5;37.5;42.5;1;A;A;D;*;A;B;B;A;B;B;A;B;B;C;E;C;G;D;D;E;B;B;A;F;A;F;F;F;F;A;F;A;A;B;A;A;B;A;C;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;C;A;A;B;A;B;A;A;B;B;C;C;B;9;9;7;8;8;9;9;6;8;8;6;7;7;8;9;7;A;B;A;B;A;A;A;A;A;A;A;B;A;B;A;B;9;9;9;*;*;8;7;7;7;9;*;9;I;I;A;I;C;A;B;B;B;B;B;A;B;B;E;B;B;B;B;B;B;B;B;C;C;A;B;B;B;C;A;C;A;C;C;B;B;A;F;D;E;A;B;B;B;A;B;A;A;A;B;A;B;B;B;B;E;D;D;B;E;8;8;8;4;8;5;5;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
635;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;21.21;27.45;16.67;24.24;22.22;23.81;CDABDEDCDDEBECBCCDECEEDEADBDDBDBBBABBDDDAAAAEADCAACBBCAEABEBEAA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;37.5;50;50;37.5;62.5;47.5;1;A;A;A;A;A;B;A;A;B;B;A;B;B;E;E;B;B;C;H;C;H;D;A;A;A;A;A;A;F;A;F;A;A;A;A;A;B;B;D;A;C;A;D;B;A;B;C;F;A;A;B;B;A;B;A;B;B;B;B;B;A;B;A;B;A;A;A;A;A;A;A;A;B;A;A;A;A;B;B;B;B;C;B;C;B;B;9;8;7;8;7;5;5;7;7;7;6;7;5;5;7;6;A;A;B;B;B;B;B;A;B;A;B;B;A;B;A;B;7;8;8;6;9;9;6;5;4;7;6;7;G;H;C;B;B;A;B;B;B;B;B;A;B;D;D;B;B;B;A;B;B;B;B;B;B;C;C;A;A;B;A;B;A;C;F;A;B;C;B;F;E;F;B;B;B;A;A;A;A;A;B;A;B;B;A;B;E;G;B;E;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
636;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;42.42;41.18;30.95;51.52;37.78;41.27;BABBAACABEADCCECCBEAEBDAECEBEAEAACECEACBBAABDBCBABEBEBDBACBDEEB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;75;75;75;75;75;75;1;A;B;A;A;A;B;A;A;B;B;A;B;B;C;E;C;F;F;H;F;E;D;B;A;B;F;B;B;F;A;A;A;A;A;A;A;B;C;D;A;C;B;B;C;A;B;E;J;B;B;B;B;A;B;B;.;.;.;.;.;.;.;A;A;A;A;A;B;.;B;A;A;B;C;A;A;B;A;B;A;A;B;B;C;B;B;6;6;4;4;7;0;0;6;8;8;9;9;7;6;5;5;A;A;B;B;B;B;A;B;.;A;A;B;A;B;A;B;5;8;9;8;9;9;8;4;*;*;8;8;J;H;F;F;B;A;B;A;B;B;A;A;A;D;E;B;B;B;B;B;B;B;A;A;A;A;B;A;A;A;A;C;A;B;C;F;B;C;F;B;E;B;B;B;B;A;B;A;A;A;B;A;B;A;A;D;E;B;D;A;C;5;4;3;2;8;6;7;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
637;2002;4;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;2002;3;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;27.27;25.49;26.19;21.21;22.22;23.81;CCABCEACBDABEDABCACBDEBEACBEBBCEBEBAABBECAECBACCABCBDAADEBCCDAC;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;50;37.5;37.5;37.5;37.5;40;1;B;B;B;A;A;.;A;A;.;.;A;.;.;D;E;G;C;.;.;G;H;D;B;.;A;.;A;B;.;A;.;B;A;A;A;A;A;A;C;A;A;D;B;B;A;B;C;D;A;A;A;B;B;C;C;.;.;.;.;.;.;.;B;B;B;A;A;B;B;B;B;A;B;C;A;A;B;B;B;B;A;A;C;A;C;C;5;5;0;2;5;0;0;0;5;0;0;0;0;0;0;0;B;B;B;B;B;B;A;B;D;B;B;A;A;A;A;B;*;5;*;*;*;5;5;*;*;*;*;*;H;B;B;B;A;A;B;B;A;B;B;A;A;D;E;B;B;B;A;B;B;B;B;B;B;B;A;B;B;B;B;B;*;*;*;*;B;F;E;D;E;D;B;B;B;A;B;A;A;A;B;A;B;B;A;*;G;F;D;A;A;.;.;.;.;.;.;.;.;A;B;B;B;B;B;A;B;B;B;B;B;B;B;A;A;A;A;A;A
639;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;57.58;52.94;42.86;42.42;44.44;47.62;ACBCBAADBBDCCBEACACACADADBCABEACAAACABBABDCBEECBEBEEA*DEACEEEEA;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;75;75;62.5;75;75;72.5;1;A;A;B;A;A;B;A;A;B;B;A;A;B;D;E;B;B;E;H;G;K;C;A;F;B;F;F;A;F;C;A;A;A;A;A;A;B;B;D;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;A;A;B;A;B;B;B;B;B;B;C;B;9;9;7;8;5;6;5;4;7;8;8;8;9;7;8;6;A;A;A;B;B;B;B;B;A;B;A;B;A;B;A;B;9;8;8;8;9;7;6;6;7;8;8;9;I;I;D;A;B;A;B;B;A;B;B;A;B;B;E;B;B;B;A;B;B;B;B;B;A;B;B;A;A;B;A;B;B;A;F;A;B;A;F;B;E;D;B;B;B;A;A;A;B;A;B;A;B;B;A;E;D;G;B;A;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
640;2002;14;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;15.15;21.57;16.67;15.15;20;19.05;BBADDABEABCECDBEEEABEDCDDBDEEADBBCCABEDCDDACDBAECBBBCEAADCDEABB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;37.5;25;25;25;32.5;1;B;A;B;A;A;B;B;A;B;B;A;B;B;D;E;E;E;C;K;C;K;D;B;A;F;A;F;A;F;A;F;A;A;A;B;A;B;B;D;A;C;D;C;B;B;B;H;J;B;A;B;B;A;D;B;.;.;.;.;.;.;.;B;B;A;B;A;B;A;B;A;A;B;B;A;A;B;A;B;B;A;B;A;C;B;C;7;7;6;3;8;2;0;4;7;7;5;9;7;7;8;2;A;A;B;B;B;B;A;A;E;B;B;A;A;B;A;B;8;8;8;7;8;7;7;7;7;9;7;8;I;G;E;F;D;A;B;B;B;A;B;A;A;D;F;B;B;B;B;B;B;B;C;C;B;B;B;B;B;B;B;B;B;C;F;D;A;D;B;H;E;B;A;B;B;A;A;A;A;A;B;A;A;B;A;E;B;D;E;B;B;5;8;6;4;1;2;7;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
641;2002;5;M;1100205;PORTO VELHO;11;RO;1100023;ARIQUEMES;11;RO;1;2;1;1;V;21.21;31.37;21.43;24.24;28.89;26.98;EBBCEABCBBBDCDBECBEEEADBEBCABAEEDDABACBDBDDDBDCBCAEBCDAADBDBCEE;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;37.5;37.5;37.5;37.5;37.5;37.5;1;B;D;B;A;D;B;B;B;B;B;B;B;A;C;E;A;B;F;K;G;H;B;A;F;A;F;F;A;F;A;F;A;A;.;*;A;A;A;D;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;D;A;A;B;A;A;C;B;B;B;B;A;B;A;B;C;B;7;7;6;7;7;9;6;6;6;5;6;5;6;0;0;0;A;A;A;A;A;A;A;A;C;A;A;B;A;B;A;B;3;5;3;2;5;5;6;6;4;5;8;7;H;F;F;F;C;B;B;B;B;B;B;A;B;D;E;B;B;B;A;B;B;B;B;C;B;B;A;C;A;A;A;A;B;A;F;E;B;A;C;F;F;A;B;B;A;A;A;A;A;A;*;A;B;B;B;D;E;F;B;A;E;4;3;5;6;7;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
642;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;18.18;29.41;28.57;18.18;22.22;23.81;ECDDAEBDEAAABDCEEBCBBABBABCCCAEBAEAABDCBABCABBEDABDECBDECCECDDB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;37.5;37.5;37.5;37.5;50;40;1;A;B;A;A;E;B;B;B;B;B;B;B;A;F;E;B;B;A;H;G;H;C;A;A;B;A;A;A;F;A;F;A;B;A;A;A;B;A;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;C;A;A;B;A;A;A;B;A;B;B;B;A;A;C;C;A;8;7;0;5;8;0;0;9;7;0;5;8;8;9;0;8;A;A;B;B;B;B;A;B;B;A;B;B;A;B;A;B;8;9;9;8;7;9;7;*;7;8;8;8;I;I;B;F;B;A;B;B;B;B;B;A;B;C;B;B;B;B;B;B;B;B;A;C;A;A;A;A;A;B;A;A;B;C;F;B;B;C;B;F;F;E;B;B;A;B;B;A;A;B;B;A;B;A;A;E;B;D;B;A;F;1;5;8;8;8;7;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
643;2002;3;F;1100114;JARU;11;RO;1100114;JARU;11;RO;2;1;1;1;A;24.24;25.49;16.67;33.33;33.33;25.4;*DDC*ADCCCDBEABCCCBCCDCDBCBCCBCDCBCCDACCCCCBDCCCBDCDBCCCCEBCACE;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;37.5;25;25;37.5;25;30;1;A;B;A;A;A;B;A;A;B;B;A;B;B;D;E;B;I;A;H;G;H;H;C;F;B;F;A;B;F;A;A;A;A;B;A;A;B;A;C;A;A;E;C;B;B;B;C;D;C;A;A;B;A;D;A;A;B;B;B;B;B;B;A;A;A;A;A;A;A;C;A;A;B;B;A;A;B;A;B;B;A;B;B;B;B;B;7;8;0;2;5;0;0;7;8;5;8;9;8;8;9;7;B;A;A;B;B;B;A;A;A;A;A;B;A;B;A;B;8;8;9;6;6;*;8;8;*;8;7;7;G;I;E;F;B;A;B;B;B;B;B;A;B;B;E;A;B;B;A;B;B;B;A;B;A;A;B;A;A;B;A;B;B;C;F;A;A;C;F;B;F;E;B;B;B;A;B;A;A;A;B;A;B;B;A;E;G;*;B;A;E;1;8;5;8;8;6;1;5;A;B;A;A;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B
644;2002;4;F;1100452;BURITIS;11;RO;1100452;BURITIS;11;RO;2;1;1;1;A;30.3;39.22;35.71;42.42;42.22;39.68;CEBBBCCCECCBBBAABBAEBCCBEEDBAAAEAECACBDABADCCCBDBEBACDACCBDDDBB;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;50;50;50;62.5;55;1;A;C;B;B;A;B;B;B;A;B;B;A;B;C;E;E;C;E;H;F;H;D;A;F;A;F;F;B;F;A;F;F;A;B;A;A;B;A;B;A;B;C;C;D;A;B;D;F;A;B;A;B;A;D;B;.;.;.;.;.;.;.;B;A;B;B;A;A;A;B;B;A;C;C;A;A;B;B;B;B;A;B;B;C;B;B;7;4;2;3;8;0;0;3;7;7;4;9;8;9;0;9;A;A;A;B;A;B;A;A;B;A;B;B;A;B;A;B;7;9;9;8;9;8;6;5;3;7;7;7;H;J;A;F;D;A;B;B;A;B;B;B;A;D;A;B;B;A;B;B;B;B;B;C;B;B;A;B;A;B;B;B;C;E;F;E;B;A;F;B;D;E;B;B;B;B;A;A;A;A;B;A;B;B;A;E;B;C;B;A;B;6;1;2;1;2;3;8;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
645;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;4;1;1;1;R;21.21;21.57;21.43;21.21;22.22;20.63;CCEBDABAEDCABAEBCACBCCDDCECBCDDDEEDECBCEEEBABDCCECECAEDEEEDADBA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;50;50;50;37.5;37.5;45;1;A;A;B;A;A;B;A;A;B;B;A;B;B;B;E;F;E;D;E;G;I;E;B;A;B;A;A;A;A;A;A;A;A;A;A;A;B;A;D;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;C;A;B;A;B;B;A;B;A;A;B;A;8;8;6;5;7;5;8;8;4;6;9;9;7;8;8;8;A;A;B;B;B;A;B;A;A;A;A;B;A;B;A;B;6;7;8;6;8;7;7;7;8;9;9;7;H;H;F;F;A;A;B;B;A;A;B;A;A;D;D;B;B;B;A;B;A;B;B;B;B;A;B;A;A;B;A;B;B;C;E;A;B;D;A;B;C;F;B;B;B;A;B;A;A;A;B;A;A;B;A;D;*;E;H;A;C;4;3;3;2;8;4;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
